id,fecha,provincia_origen,localidad_origen,provincia_destino,localidad_destino,cant_lineas,cant_pasajeros,cant_servicios
3452,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHACO,GENERAL PINEDO,9,1.849,3.989
3453,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,GENERAL PINTO,15,29.300,12.734
3454,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,GENERAL PIRAN,6,2.872,7.884
3455,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,GENERAL RAMIREZ,1,599,522
3456,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,GENERAL ROCA,1,118,595
3457,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,RIO NEGRO,GENERAL ROCA,12,9.618,9.424
3458,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,GENERAL RODRIGUEZ,3,-,3.622
3459,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA PAMPA,GENERAL SAN MARTIN,1,351,679
3460,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,GENERAL VIAMONTE,2,12.797,2.109
3461,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,GENERAL VILLEGAS,21,38.407,17.179
3462,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,GOBERNADOR CRESPO,1,2.105,2.555
3463,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,GOBERNADOR IGR. VALENTIN VIRASORO,15,16.425,14.598
3464,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,GONZALES CHAVES,17,13.207,12.294
3465,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,GOYA,12,25.901,8.405
3466,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,GRANADERO BAIGORRIA,1,945,533
3467,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,GUALEGUAY,17,34.850,13.305
3468,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,GUALEGUAYCHU,44,92.938,42.344
3469,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,GUAMINI,5,6.277,3.450
3470,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA PAMPA,GUATRACHE,1,387,679
3471,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,HASENKAMP,1,1.036,297
3472,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,HENDERSON,1,793,640
3473,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHACO,HERMOSO CAMPO,1,958,1.486
3474,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,HERNANDARIAS,1,1.125,606
3475,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,HERNANDO,1,1.218,708
3476,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,HERRERA,6,230,5.740
3477,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,HUANGUELEN,1,1.798,902
3478,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,HUERTA GRANDE,1,817,1.459
3479,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,HUGHES,11,2.262,10.902
3480,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,HUINCA RENANCO,1,429,730
3481,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,JUJUY,HUMAHUACA,1,1.284,1.458
3482,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,ICAÑO,1,23,696
3483,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA PAMPA,INGENIERO LUIGGI,1,858,905
3484,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,INGENIERO THOMPSON,2,1.160,1.728
3485,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,INRIVILLE,1,1.013,708
3486,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,ISLA VERDE,1,564,684
3487,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,ITA IBATE,1,196,780
3488,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,ITATI,1,246,1.040
3489,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,ITUZAINGÓ,4,-,4.862
3490,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,ITUZAINGO,2,1.283,1.490
3491,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,MISIONES,JARDIN AMERICA,5,1.422,5.062
3492,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,JESUS MARIA,7,6.576,5.492
3493,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SALTA,JOAQUIN V. GONZALEZ,1,185,776
3494,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,JUNCAL,1,129,190
3495,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,JUNIN,43,119.415,37.444
3496,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,NEUQUEN,JUNIN DE LOS ANDES,4,1.245,2.924
3497,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,JUSTINIANO POSSE,1,1.168,708
3498,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SAN LUIS,JUSTO DARACT,9,3.762,7.428
3499,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,LA BANDA,32,14.086,25.468
3500,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LA CARLOTA,25,23.888,22.962
3501,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,TUCUMAN,LA COCHA,6,1.755,3.967
3502,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LA CUMBRE,9,4.371,10.192
3503,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LA FALDA,14,22.876,15.911
3504,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LA GRANJA,1,78,728
3505,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LA LUCILA DEL MAR,2,423,1.563
3506,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,LA PAZ,12,16.870,8.404
3507,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,MENDOZA,LA PAZ,14,6.273,12.917
3508,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LA PLATA,61,-,56.224
3509,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,JUJUY,LA QUIACA,1,1.284,1.458
3510,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA PAMPA,LA REFORMA,2,51,1.094
3511,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA RIOJA,LA RIOJA,4,17.325,2.243
3512,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SAN LUIS,LA TOMA,1,373,736
3513,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LABORDE,1,620,684
3514,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LABOULAYE,17,15.917,14.379
3515,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHUBUT,LAGO PUELO,1,2.242,747
3516,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LAPRIDA,3,3.299,3.113
3517,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LAS ARMAS,16,7.824,17.205
3518,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHACO,LAS BREÑAS,6,208,1.800
3519,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LAS FLORES,48,81.117,41.233
3520,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,RIO NEGRO,LAS GRUTAS,2,50,1.434
3521,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SALTA,LAS LAJITAS,1,135,776
3522,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,FORMOSA,LAS LOMITAS,5,1.028,4.098
3523,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,LAS PAREJAS,1,512,726
3524,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,LAS ROSAS,2,1.118,1.304
3525,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LAS TONINAS,2,2.596,2.808
3526,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LAS TOSCAS,2,40,1.268
3527,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,LAS TOSCAS,5,6.216,5.519
3528,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,LAVALLE,1,369,740
3529,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,LAVALLE,2,401,1.662
3530,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LEONES,5,3.420,4.614
3531,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,JUJUY,LIBERTADOR GENERAL SAN MARTIN,6,809,3.638
3532,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LINCOLN,19,43.728,15.826
3533,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LOBOS,2,8.029,2.510
3534,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LOMAS DE ZAMORA,13,-,14.873
3535,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LOS COCOS,3,1.543,3.448
3536,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,LOS MOLINOS,2,355,1.392
3537,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,LOS NOGALES,1,127,684
3538,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LOS SURGENTES,2,1.498,1.392
3539,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA PAMPA,LUAN TORO,1,25,108
3540,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,LUJAN,72,-,62.658
3541,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,LUXARDO,1,115,414
3542,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,MACIA,1,1.923,1.471
3543,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,MACIEL,3,1.071,1.598
3544,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MAIPU,29,42.700,32.476
3545,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHACO,MAKALLE,1,725,986
3546,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,MALABRIGO,4,5.303,4.795
3547,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MANUEL J. COBO,5,5.607,5.623
3548,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MAR DE AJO,24,155.308,43.845
3549,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MAR DEL PLATA,45,212.758,44.206
3550,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MAR DEL TUYU,20,103.639,34.392
3551,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,MARCOS JUAREZ,30,40.461,29.316
3552,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,MARGARITA,1,1.874,2.555
3553,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHACO,MARGARITA BELEN,2,542,1.032
3554,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,MARIA JUANA,1,400,726
3555,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,MBURUCUYA,1,654,741
3556,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MEDANOS,3,1.249,1.950
3557,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,MEDANOS,5,1.158,3.194
3558,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,MENDOZA,MENDOZA,20,27.141,16.565
3559,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MERCEDES,30,58.107,25.092
3560,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,MERCEDES,16,9.939,14.602
3561,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MERLO,3,-,2.542
3562,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SAN LUIS,MERLO,4,13.887,10.684
3563,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SALTA,METAN,18,5.968,14.179
3564,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA PAMPA,MIGUEL CANE,2,111,754
3565,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,MINA CLAVERO,2,12.208,5.188
3566,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MIRAMAR,12,73.327,14.776
3567,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,MOCORETA,9,9.874,10.625
3568,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,MONTE BUEY,1,1.063,708
3569,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,MONTE CASEROS,7,10.855,7.925
3570,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MONTE HERMOSO,2,2.292,1.724
3571,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,MONTE MAIZ,1,620,684
3572,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,MONTE QUEMADO,1,171,776
3573,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,MISIONES,MONTECARLO,4,1.003,4.314
3574,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,TUCUMAN,MONTEROS,12,4.990,8.497
3575,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MORENO,18,-,16.362
3576,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,MORON,24,-,26.735
3577,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,MORTEROS,2,3.235,1.154
3578,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SAN LUIS,NASCHEL,1,336,736
3579,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,NECOCHEA,10,49.069,8.762
3580,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTA FE,NELSON,1,292,724
3581,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,NEUQUEN,NEUQUEN,20,27.818,15.557
3582,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,NOGOYA,3,7.747,2.791
3583,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,MISIONES,OBERA,4,39.761,5.264
3584,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,OJO DE AGUA,3,772,1.755
3585,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,OLASCOAGA,2,541,1.955
3586,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,OLAVARRIA,17,50.731,14.735
3587,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,OLIVA,9,10.210,9.018
3588,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,ONCATIVO,5,3.167,4.731
3589,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,PAJAS BLANCAS,1,45,645
3590,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,FORMOSA,PALO SANTO,5,821,4.098
3591,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,JUJUY,PAMPA BLANCA,1,251,1.363
3592,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,PAMPA DE LOS GUANACOS,2,570,1.509
3593,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHACO,PAMPA DEL INFIERNO,1,428,733
3594,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,ENTRE RIOS,PARANA,15,59.335,15.817
3595,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORRIENTES,PASO DE LOS LIBRES,20,20.925,20.478
3596,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,LA RIOJA,PATQUIA,4,407,2.378
3597,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PEDRO LURO,1,338,310
3598,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PEHUAJO,28,40.724,23.429
3599,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PELLEGRINI,7,4.704,5.822
3600,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PERGAMINO,32,138.042,40.188
3601,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,JUJUY,PERICO,6,1.592,5.012
3602,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SALTA,PICHANAL,4,444,2.903
3603,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,NEUQUEN,PICUN LEUFU,4,1.839,3.595
3604,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,NEUQUEN,PIEDRA DEL AGUILA,6,2.573,4.936
3605,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PIEDRITAS,1,553,923
3606,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PIGUE,2,2.542,1.355
3607,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PILAR,14,-,13.771
3608,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,PILAR,1,98,672
3609,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PINAMAR,9,93.036,14.628
3610,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SANTIAGO DEL ESTERO,PINTO,29,5.293,20.149
3611,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PIPINAS,5,18.701,15.869
3612,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,FORMOSA,PIRANE,7,1.852,5.130
3613,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PIROVANO,2,1.018,1.702
3614,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,NEUQUEN,PLAZA HUINCUL,3,402,1.891
3615,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CORDOBA,PORTEÑA,1,509,414
3616,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,MISIONES,POSADAS,20,51.628,19.284
3617,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,FORMOSA,POZO DEL TIGRE,5,699,4.098
3618,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,12,9.056,7.748
3619,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,SALTA,PROFESOR SALVADOR MAZZA,7,905,4.402
3620,2017,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,BUENOS AIRES,PUAN,2,1.259,1.376
